ka,JP-rubi,JP-kanji,english,exa,EN-sentence,NP1,NP-sentence,JP-question,カンデルサイン,S1,S3,S5,S7,S2,S4,N2,N4,N6,N8,,,,,,,,,
1664,ゆうしゅう,優秀,excellent,兄は優秀な成績で大学を卒業した。,My older brother graduated from university with excellent grades.,उत्कृष्ट,दाजुले उत्कृष्ट नतिजाका साथ विश्वविद्यालय पूरा गर्नुभयो।,兄は（　　）な成績で大学を卒業した。,1,,,,,,,,,,,,,,,,,,,
1665,ゆたか,豊か,"rich, abundant",この国は資源が豊かだ。,This country is rich in resources.,समृद्ध,यो देश प्राकृतिक स्रोतमा धनी छ।,この国は資源が（　　）だ。,1,,,,,,,,,,,,,,,,,,,
1666,よぶん,余分,"extra, surplus",部屋が狭いので、余分なものは買わない。,"Since my room is small, I don't buy anything unnecessary.",अतिरिक्त,कोठा सानो भएकोले अनावश्यक सामान किन्दिन।,部屋が狭いので、（　　）なものは買わない。,1,,,,,,,,,,,,,,,,,,,
1667,らく,楽,"easy, comfortable",運動するので、楽に動ける服装がいい。,"As I exercise, it's good to wear clothes in which I can move easily.",सजिलो,व्यायाम गर्ने भएकोले सजिलै हिड्न सकिने लुगा राम्रो।,運動するので、（　　）に動ける服装がいい。,1,,,,,,,,,,,,,,,,,,,
1668,わがまま,,selfish,妹はわがままな性格で、母は困っている।,"Because my younger sister has a selfish personality, my mother has a hard time.",स्वार्थी,बहिनी स्वार्थी स्वभावकी भएकोले आमालाई कष्ट छ।,妹は（　　）な性格で、母は困っている。,1,,,,,,,,,,,,,,,,,,,
1669,いちじ,一時,temporarily,台風で新幹線が一時ストップした。,The Shinkansen was temporarily stopped by the typhoon.,अस्थायी,आँधीले गर्दा सिन्कान्सेन अस्थायी रूपमा रोकियो।,台風で新幹線が（　　）ストップした。,1,,,,,,,,,,,,,,,,,,,
1670,いちどに,一度に,"one time, at a time",いちどに二つのことをするのは無理だ。,It's impossible to do two things at one time.,एकै पटक,एकै पटक दुई काम गर्नु असम्भव छ।,（　　）二つのことをするのは無理だ。,1,,,,,,,,,,,,,,,,,,,
1671,いつか,,someday,いつか自分の会社を持ちたい。,I want to have my own company someday.,कुनै दिन,कुनै दिन आफ्नो कम्पनी खोल्न चाहन्छु।,（　　）自分の会社を持ちたい。,1,,,,,,,,,,,,,,,,,,,
1672,いつのまにか,いつの間にか,before one knows it,バスの中で、いつの間にか眠ってしまった。,I fell asleep before I knew it on the bus.,अनजानमा,बसमा अनजानमा निदाएँ।,バスの中で、（　　）眠ってしまった。,1,,,,,,,,,,,,,,,,,,,
1673,いつまでも,,forever,合格した喜びは、いつまでも忘れない。,I will never forget the joy of passing the exam.,सधैंभरि,उत्तीर्ण भएको खुशी सधैंभरि नबिर्सने।,合格した喜びは、（　　）忘れない。,1,,,,,,,,,,,,,,,,,,,
1674,いまにも,今にも,at any moment,今にも雨が降り出しそうだ。,It looks like it'll start to rain at any moment.,अब कुनै बेला,अब कुनै बेला पानी पर्ने जस्तो छ।,（　　）雨が降り出しそうだ。,1,,,,,,,,,,,,,,,,,,,
1675,いよいよ,,"at last, finally",いよいよあしたは国を離れて日本へ行く。,Tomorrow I'll finally leave this country and go to Japan.,अन्ततः,भोलि अन्ततः यो देश छोडेर जापान जानेछु।,（　　）あしたは国を離れて日本へ行く。,1,,,,,,,,,,,,,,,,,,,
1676,うっかり,,carelessly,ドアの鍵を閉めるのをうっかり忘れた。,I carelessly forgot to lock the door.,अलमलमा,अलमलमा ढोका बन्द गर्न बिर्सेँ।,ドアの鍵を閉めるのを（　　）忘れた।,1,,,,,,,,,,,,,,,,,,,
1677,おそらく,,"perhaps, probably",社長は恐らくその計画に反対するだろう。,The president will probably be opposed to this plan.,सायद,कम्पनी प्रमुखले सायद यो योजनाको विरोध गर्नेछ।,社長は（　　）その計画に反対するだろう。,1,,,,,,,,,,,,,,,,,,,
1678,おたがいに,お互いに,"mutually, each other",お互いに顔を見て挨拶した。,They greeted each other looking at each other's face.,एकअर्कालाई,एकअर्काको अनुहार हेरेर अभिवादन गरे।,（　　）顔を見て挨拶した。,1,,,,,,,,,,,,,,,,,,,
1679,おもいきって,思い切って,"daringly, boldly",思い切って、思い切ってやってみたら。,Try to boldly do it without thinking about it.,साहसका साथ,साहसका साथ गरेर हेर्नुहोस्।,（　　）、思い切ってやってみたら。,1,,,,,,,,,,,,,,,,,,,
1680,かえって,,"rather than, on the contrary",薬を飲んだら、かえって具合が悪くなった。,Contrary to expectations I got worse after taking the medicine.,बल्कि,औषधि खाएपछि बल्कि बिग्रियो।,薬を飲んだら、（　　）具合が悪くなった。,1,,,,,,,,,,,,,,,,,,,
1681,かなり,,considerably,彼の日本語がかなり上手になった。,His Japanese has improved considerably.,निकै,उहाँको जापानी निकै राम्रो भयो।,彼の日本語が（　　）上手になった。,1,,,,,,,,,,,,,,,,,,,
1682,きちんと,,"neatly, properly",本棚に本がきちんと並べられている。,The books are neatly arranged on the bookshelf.,राम्रोसँग,पुस्तकालयमा किताबहरू राम्रोसँग राखिएका छन्।,本棚に本が（　　）並べられている。,1,,,,,,,,,,,,,,,,,,,
1683,きらきら,,"glittering, sparkling",ダイヤモンドが、きらきら輝いている。,The diamond is sparkling.,चम्किरहेको,हीरा चम्किरहेको छ।,ダイヤモンドが、（　　）輝いている।,1,,,,,,,,,,,,,,,,,,,
1684,ぐうぜん,偶然,"by coincidence, accidentally",海外で偶然友達に会った。,I accidentally met a friend while overseas.,संयोगले,विदेशमा संयोगले साथीलाई भेटेँ।,海外で（　　）友達に会った।,1,,,,,,,,,,,,,,,,,,,
1685,ぐずぐず,,"dawdling, tardy/slowly taking one's own time",ぐずぐずしていて、学校に遅れてしまった。,"As I was dawdling about, I ended up being late for school.",ढिलो गर्दै,ढिलो गर्दै गर्दा स्कूल ढिलो भयो।,（　　）していて、学校に遅れてしまった。,1,,,,,,,,,,,,,,,,,,,
1686,ぐっすり,,"deeply, like a log",娘は疲れて、ぐっすり眠っている。,"As my daughter is tired, she's sleeping like a log.",गहिरो निद्रा,छोरी थकेर गहिरो निद्रामा छे।,娘は疲れて、（　　）眠っている।,1,,,,,,,,,,,,,,,,,,,
1687,くるくる,,"spinning, round and round",スケート選手は片足でくるくる回った。,The skater turned round and round on one leg.,गोलो गोलो,स्केट खेलाडी एक खुट्टामा गोलो गोलो घुम्यो।,スケート選手は片足で（　　）回った。,1,,,,,,,,,,,,,,,,,,,
1688,ぐるぐる,,"in circles, round and round",道に迷って、同じ所をぐるぐる歩いた。,I was lost and kept walking around the same place over and over again.,घुम्दै घुम्दै,बाटो भुलेर एउटै ठाउँमा घुम्दै घुम्दै हिडेँ।,道に迷って、同じ所を（　　）歩いた。,1,,,,,,,,,,,,,,,,,,,
1689,けっきょく,結局,"after all, in the end",心配だったが、結局日本で就職することにした。,"I was worried, but in the end decided to get a job in Japan.",अन्तमा,चिन्ता भए पनि अन्तमा जापानमा काम गर्ने निर्णय गरेँ।,心配だったが、（　　）日本で就職することにした।,1,,,,,,,,,,,,,,,,,,,
1690,しんと,,"quiet, still",先生が大声で注意すると、教室がしんとなった。,"When our teacher warned us in a loud voice, everyone became quiet.",सुनसान,शिक्षकले ठूलो आवाजमा डाँटेपछि कक्षा सुनसान भयो।,先生が大声で注意すると、教室（　　）となった。,1,,,,,,,,,,,,,,,,,,,
1691,しだいに,次第に,gradually,台風が近づいて、風は次第に強くなった。,"As the typhoon approached, the winds became gradually stronger.",बिस्तारै,आँधी नजिक आउँदै गर्दा हावा बिस्तारै बलियो भयो।,台風が近づいて、風は（　　）強くなった。,1,,,,,,,,,,,,,,,,,,,
1692,じっと,,"still, fixedly",写真を撮るよ。じっとして。,I'm taking a photo. Keep still.,स्थिर भएर,फोटो खिच्दैछु। स्थिर भएर बस।,写真を撮るよ。（　　）して。,1,,,,,,,,,,,,,,,,,,,
1693,じつは,実は,"to tell the truth, in fact",実は、お借りした本をなくしてしまいました。,"To tell the truth, I've lost the book I borrowed.",वास्तवमा,वास्तवमा उधार लिएको किताब हराएँ।,（　　）、お借りした本をなくしてしまいました。,1,,,,,,,,,,,,,,,,,,,
1694,しょうしょう,少々,a little moment,ご案内いたしますので、少々お待ちください。,"As I'll show you around, please wait a moment.",केही बेर,"म देखाइदिन्छु, केही बेर पर्खनुहोस्।",ご案内いたしますので、（　　）お待ちください。,1,,,,,,,,,,,,,,,,,,,
1695,すこしも,少しも,not a bit at all,昨日の映画は少しも面白くなかった。,Yesterday's movie was not interesting at all.,अलिकति पनि,हिजोको फिल्म अलिकति पनि रोचक लागेन।,昨日の映画は（　　）面白くなかった。,1,,,,,,,,,,,,,,,,,,,
1696,すべて,全て,all,必要な書類は全てここにあります。,The required documents are all here.,सबै,आवश्यक कागजातहरू सबै यहाँ छन्।,必要な書類は（　　）ここにあります。,1,,,,,,,,,,,,,,,,,,,
1697,すらすら,,"smoothly, easily",日本語の本が、すらすら読めるようになりたい。,I want to become able to smoothly read a book in Japanese.,सहजै,जापानी भाषाको किताब सहजै पढ्न सक्ने भए हुन्थ्यो।,日本語の本が、（　　）読めるようになりたい。,1,,,,,,,,,,,,,,,,,,,
1698,せっかく,,with much effort,せっかく作ったのに、誰も食べなかった。,"Even though I made it specially, nobody ate any.",मिहिनेतले,मिहिनेतले बनाए पनि कसैले खाएन।,（　　）作ったのに、誰も食べなかった।,1,,,,,,,,,,,,,,,,,,,
1699,ぜったい,絶対,absolutely,何があっても、絶対この仕事を成功させる。,"No matter what happens, I will absolutely make a success of this job.",निश्चित रूपमा,जे होस् यो काम निश्चित रूपमा सफल गराउँछु।,何があっても、（　　）この仕事を成功させる。,1,,,,,,,,,,,,,,,,,,,
1700,そっと,,"quietly, gently",音がしないように、そっとドアを閉めた。,"So as not to make any noise, I quietly closed the door.",बिस्तारै,आवाज नहोस् भनेर बिस्तारै ढोका बन्द गरेँ।,音がしないように、（　　）ドアを閉めた。,1,,,,,,,,,,,,,,,,,,,
1701,そのうち,,"soon, before long",そのうち一緒に食事に行きませんか。,Shall we go for a meal together soon?,केही बेरमा,केही बेरमा सँगै खाना खान जाऔं न।,（　　）一緒に食事に行きませんか。,1,,,,,,,,,,,,,,,,,,,
1702,そのまま,,"as is, keeping intact",皮をむかないで、りんごをそのまま食べた。,I ate an apple as it was without peeling it.,त्यसैगरी,छिल्का नफुकालेर स्याउ त्यसैगरी खाएँ।,皮をむかないで、りんごを（　　）食べた。,1,,,,,,,,,,,,,,,,,,,
1703,それぞれ,,each,人は、それぞれ考え方が違う。,Each person's way of thinking is different.,प्रत्येक,प्रत्येक व्यक्तिको सोच फरक हुन्छ।,人は、（　　）考え方が違う।,1,,,,,,,,,,,,,,,,,,,
1704,そろそろ,,"soon, before long",みんなそろったね。じゃ、そろそろ出掛けようか。,"Everyone's gathered. Right, shall we get going soon?",अब,सबै जम्मा भएछ। अब जाऔं।,みんなそろったね。じゃ、（　　）出掛けようか。,1,,,,,,,,,,,,,,,,,,,
1705,たった,,"no more than, only",えっ、金の指輪が、たった5千円ですか。,"What, the gold ring is only 5,000 yen?",मात्र,"के, सुनको औंठी मात्र ५००० येन हो?",えっ、金の指輪が、（　　）5千円ですか。,1,,,,,,,,,,,,,,,,,,,
1706,たとえ,,even if,たとえみんなが反対しても、私は彼と結婚したい。,"Even if everyone is opposed, I want to marry him.",भलै,भलै　सबैले विरोध गरे पनि म उनीसँग विवाह गर्न चाहन्छु।,（　　）みんなが反対しても、私は彼と結婚したい。,1,,,,,,,,,,,,,,,,,,,
1707,たびたび,,"often, frequently",彼がたびたび遅刻するので、先生は注意した。,"Because he is often late, the teacher gave him a warning.",बारम्बार,उनी बारम्बार ढिलो आउने भएकोले शिक्षकले सचेत गराए।,彼が（　　）遅刻するので、先生は注意した。,1,,,,,,,,,,,,,,,,,,,
1708,たまに,,occasionally,昼は大根外食だが、たまに弁当を持って行く。,"I usually eat out for lunch, but I occasionally take a boxed lunch.",कहिलेकाहीं,दिउँसो सामान्यतया बाहिर खान्छु तर कहिलेकाहीं टिफिन लैजान्छु।,昼は大根外食だが、（　　）弁当を持って行く。,1,,,,,,,,,,,,,,,,,,,
1709,ちゃんと,,properly,食べたあとは、ちゃんと歯磨きしなさい。,"After eating, clean your teeth properly.",राम्रोसँग,खाना खाएपछि राम्रोसँग दाँत माझ।,食べたあとは、（　　）歯磨きしなさい。,1,,,,,,,,,,,,,,,,,,,
1710,ちょくせつ,直接,directly,詳しいことは会って直接話しましょう।,"For the details, let's meet and talk directly.",प्रत्यक्ष,विस्तृत कुरा भेटेर प्रत्यक्ष कुरा गरौं।,詳しいことは会って（　　）話しましょう。,1,,,,,,,,,,,,,,,,,,,
1711,つぎつぎ,次々,one after another,客は料理を次々注文した。,Customers ordered dishes one after another.,क्रमशः,ग्राहकहरूले क्रमशः खाना अर्डर गरे।,客は料理を（　　）注文した。,1,,,,,,,,,,,,,,,,,,,
1712,どうか,,please,どうか私の話を聞いてください。,"Please, listen to my story.",कृपया,कृपया मेरो कुरा सुन्नुहोस्।,（　　）私の話を聞いてください。,1,,,,,,,,,,,,,,,,,,,
1713,どうしても,,no matter what,どうしても来年は留学したい。,"No matter what, I want to study abroad next year.",जे भए पनि,जे भए पनि अर्को वर्ष विदेश अध्ययन गर्न चाहन्छु।,（　　）来年は留学したい।,1,,,,,,,,,,,,,,,,,,,
1714,どきどき,,pit-a-pat,好きな人と話すと、どきどきする。,I am all of a flutter when I talk to somebody I like.,धड्कन बढ्नु,मनपर्ने व्यक्तिसँग कुरा गर्दा मुटु धड्कन्छ।,好きな人と話すと、（　　）する。,1,,,,,,,,,,,,,,,,,,,
1715,とつぜん,突然,suddenly,突然電気が消えて、真っ暗になった。,Suddenly the lights went out and it became pitch-black.,अकस्मात्,अकस्मात् बत्ती निभ्यो र एकदमै अँध्यारो भयो।,（　　）電気が消えて、真っ暗になった。,1,,,,,,,,,,,,,,,,,,,
1716,どんなに,,however,どんなに急いでも、9時の電車には乗れない。,"However urgent it is, I cannot get the 9 o'clock train.",जतिसुकै,जतिसुकै हतार गरे पनि ९ बजेको रेल समाउन सकिँदैन।,（　　）急いでも、9時の電車には乗れない。,1,,,,,,,,,,,,,,,,,,,
1717,なるほど,,"I see, indeed",なるほど、あなたがおっしゃる通りです。,"Indeed, it is as you say.",ठीकै हो,"ठीकै हो, तपाईंले भनेको कुरा मिल्छ।",（　　）、あなたがおっしゃる通りです。,1,,,,,,,,,,,,,,,,,,,
1718,なんで,,why,なんで昨日のパーティーに来なかったの。,Why didn't you come to yesterday's party?,किन,हिजोको पार्टीमा किन आएनौ?,（　　）昨日のパーティーに来なかったの。,1,,,,,,,,,,,,,,,,,,,
1719,なんとなく,何となく,"somehow, for some reason or another",彼の話は何となく変だと思った。,I thought his story was somehow strange.,केही न केही,उनको कुरामा केही न केही अनौठो लाग्यो।,彼の話は（　　）変だと思った。,1,,,,,,,,,,,,,,,,,,,
1720,にこにこ,,"beaming, all smiles",彼女は、にこにこしていて感じがいい。,"As she is all smiles, it feels good.",हाँसिलो,उनी सधैं हाँसिलो छे र राम्रो लाग्छ।,彼女は、（　　）していて感じがいい。,1,,,,,,,,,,,,,,,,,,,
1721,にどと,二度と,never again,あの人には、もう二度と会いたくない。,I don't want to meet that person again.,फेरि कहिल्यै,त्यो मान्छेलाई फेरि कहिल्यै भेट्न चाहन्न।,あの人には、もう（　　）会いたくない。,1,,,,,,,,,,,,,,,,,,,
1722,ねんじゅう,年中,"throughout the year, all the time",彼は年中海外に行っている。,He goes abroad all the time.,वर्षभर,उनी वर्षभर विदेश जान्छ।,彼は（　　）海外に行っている。,1,,,,,,,,,,,,,,,,,,,
1723,のちに,後に,"later, subsequently",絵が好きだった少年は後に画家になった。,The boy who liked pictures subsequently became a painter.,पछि,चित्र मन पराउने केटा पछि चित्रकार भयो।,絵が好きだった少年は（　　）画家になった。,1,,,,,,,,,,,,,,,,,,,
1724,のんびり,,"leisurely, in a relaxed way",今度の休みは、温泉に行ってのんびりしたい。,"For my next holiday, I want to go to a hot spring and take it easy.",आरामसँग,अर्को बिदामा तातो पानीमा आरामसँग बिताउन चाहन्छु।,今度の休みは、温泉に行って（　　）したい。,1,,,,,,,,,,,,,,,,,,,
1725,ばらばら,,"apart, in pieces",修理のために、機械をばらばらにした。,I took the machine to pieces in order to fix it.,छुट्टाछुट्टै,मर्मत गर्नको लागि मेसिन छुट्टाछुट्टै पारेँ।,修理のために、機械を（　　）にした。,1,,,,,,,,,,,,,,,,,,,
1726,ぴかぴか,,"shining, glittering",銀のスプーンを磨いて、ぴかぴかにした。,I polished a silver spoon and gave it a good shine.,चम्किलो,चाँदीको चम्चा माझेर चम्किलो बनाएँ।,銀のスプーンを磨いて、（　　）にした。,1,,,,,,,,,,,,,,,,,,,
1727,ぴったり,,"exactly, tightly",風が入るから、ドアをぴったり閉めて。,"As a draft gets in, close the door tightly.",ठीकसँग,हावा पस्ने भएकोले ढोका ठीकसँग बन्द गर।,風が入るから、ドアを（　　）閉めて。,1,,,,,,,,,,,,,,,,,,,
1728,ふらふら,,"unsteady, dizzy",熱は下がったが、まだふらふらしている。,"Although the fever came down, I am still a bit dizzy.",लड्बडाउँदै,ज्वरो ओर्लिए पनि अझै लड्बडाउँदैछु।,熱は下がったが、まだ（　　）している。,1,,,,,,,,,,,,,,,,,,,
1729,ぶらぶら,,"aimlessly, lazily",天気がいいので、町をぶらぶら散歩した。,"As the weather was good, I aimlessly strolled about town.",फुरुङ्ग हिड्दै,मौसम राम्रो भएकोले शहरमा फुरुङ्ग हिडेँ।,天気がいいので、町を（　　）散歩した。,1,,,,,,,,,,,,,,,,,,,
1730,ぺこぺこ,,"very hungry, starving",運動して、おなかがぺこぺこだ。,I exercised and am starving.,भोकले मर्न लागेको,व्यायाम गरेर  भोक लाग्यो।,運動して、おなかが（　　）だ。,1,,,,,,,,,,,,,,,,,,,
1731,ぺらぺら,,fluently,英語がぺらぺら話せるようになりたい。,I want to become able to speak English fluently.,धारप्रवाह,अंग्रेजी राम्रो सग बोल्न सक्ने हुन मन छ। ,英語が（　　）話せるようになりたい।,1,,,,,,,,,,,,,,,,,,,
1732,ほっと,,feeling relieved,試験が終わって、ほっとした。,"As the exams were over, I felt relieved.",राहत महसुस,परीक्षा सकिएर राहत महसुस भयो।,試験が終わって、（　　）した。,1,,,,,,,,,,,,,,,,,,,
1733,ぼんやり,,"vaguely, dimly, foggy",遠くの島が、ぼんやり見える。,I can vaguely see a far off island.,अस्पष्ट रूपमा,टाढाको टापु अस्पष्ट रूपमा देखिन्छ।,遠くの島が、（　　）見える。,1,,,,,,,,,,,,,,,,,,,
1734,まあまあ,,so-so,試験の結果は、まあまあだった。,The results of the exam were so-so.,ठीकठाक,परीक्षाको नतिजा ठीकठाक थियो।,試験の結果は、（　　）だった。,1,,,,,,,,,,,,,,,,,,,
1735,まったく,全く,"completely, (not) at all",日本に来たとき、漢字が全く読めなかった。,"When I came to Japan, I couldn't read Chinese characters at all.",बिल्कुलै,जापान आउँदा चिनियाँ अक्षर बिल्कुलै पढ्न सकिनथ्यो।,日本に来たとき、漢字が（　　）読めなかった。,1,,,,,,,,,,,,,,,,,,,
1736,まもなく,間もなく,soon,飛行機は間もなく空港に到着いたします。,The plane will soon arrive at the airport.,छिट्टै,विमान छिट्टै एयरपोर्ट पुग्नेछ।,飛行機は（　　）空港に到着いたします。,1,,,,,,,,,,,,,,,,,,,
1737,まるで,,"just like, as if",まだ冬なのに、まるで春のように暖かい。,"Even though it is still winter, it's warm just like it's spring.",एकदमै,जाडो भए पनि एकदमै वसन्त जस्तै न्यानो छ।,まだ冬なのに、（　　）春のように暖かい,1,,,,,,,,,,,,,,,,,,,
1738,めったに,,"seldom, rarely",この地方では、めったに雪は降らない。,It rarely snows in this district.,विरलै,यो इलाकामा विरलै हिउँ पर्छ।,この地方では、（　　）雪は降らない。,1,,,,,,,,,,,,,,,,,,,
1739,もっとも,最も,"the most, -est",富士山は日本で最も高い山だ。,Mt. Fuji is the highest mountain in Japan.,सबैभन्दा,फुजी पर्वत जापानको सबैभन्दा अग्लो पहाड हो।,富士山は日本で（　　）高い山だ。,1,,,,,,,,,,,,,,,,,,,
1740,わりあいに,割合に,"comparatively, relatively",このアパートは駅に近いが、割合に静かだ。,"This apartment is near the station, but it's comparatively quiet.",तुलनात्मक रूपमा,यो अपार्टमेन्ट स्टेशन नजिकै छ तर तुलनात्मक रूपमा शान्त छ।,このアパートは駅に近いが、（　　）静かだ,,,,,,,,,,,,,,,,,,,,
1741,ある,,"a certain, one",ある日、一人で町に出掛けた。,"One day, I went into town alone.",कुनै,कुनै दिन एक्लै शहर गएँ।,（　　）日、一人で町に出掛けた。,,,,,,,,,,,,,,,,,,,,
1742,いっぽう,一方,"on the other hand, while",都市では車を持つ人が減っている。一方、自転車の利用者は増えている。,"In the city the number of cars is decreasing. On the other hand, the number of people using bikes is increasing.",अर्कोतर्फ,शहरमा कार चालकहरू घट्दैछ। अर्कोतर्फ साइकल चालकहरू बढ्दैछ।,都市では車を持つ人が減っている。（　　）、自転車の利用者は増えている,,,,,,,,,,,,,,,,,,,,
1743,さて,,"now, well",毎日頑張ですが、お元気ですか。さて、先週、無事女の子が生まれました。,"It is hot every day. How are you? Well, last week, I safely had a little girl.",अब,"दिन दिनै तातो छ। कस्तो हुनुहुन्छ? अब, गत हप्ता छोरी जन्मिइन्।",毎日頑張ですが、お元気ですか。（　　）、先週、無事女の子が生まれました。,,,,,,,,,,,,,,,,,,,,
1744,すると,,"then, and",箱を開けた。すると、中から人形が飛び出した。,I opened the box. And a doll jumped out from inside.,त्यसपछि,बक्स खोलेँ। त्यसपछि भित्रबाट पुतली निस्क्यो।,箱を開けた。（　　）、中から人形が飛び出した。,,,,,,,,,,,,,,,,,,,,
1745,そういえば,,"when remind me, now that you mention it",息子さんが結婚されるんですか。そう言えば、娘さんも就職されたんですよね。,"Has your son got married? Which reminds me, your daughter has found a job, right?",यो कुरा गर्दा,"छोराको विवाह भयो? यो कुरा गर्दा छोरीले पनि जागिर पाइन्, हैन?",息子さんが結婚されるんですか。（　　）、娘さんも就職されたんですよね。,,,,,,,,,,,,,,,,,,,,
1746,そこで,,therefore,私は長い文章を読むのが苦手だ。そこで、毎日、新聞を読むことにした。,"I find it hard to read long sentences. Therefore, I decided to read the newspaper every day.",त्यसैले,लामो वाक्य पढ्न गाह्रो लाग्छ। त्यसैले दैनिक पत्रिका पढ्ने निर्णय गरेँ।,私は長い文章を読むのが苦手だ。（　　）、毎日、新聞を読むことにした。,,,,,,,,,,,,,,,,,,,,
1747,そのうえ,,"in addition, moreover",友達は病気の私を病院へ連れて行ってくれた。そのうえ、毎日見舞いに来てくれた。,"My friend brought me to the hospital when I was ill. Moreover, she visited me every day.",त्यसमाथि,साथीले बिरामी परेको मलाई अस्पताल लगिदियो। त्यसमाथि दैनिक भेट्न आयो।,友達は病気の私を病院へ連れて行ってくれた。（　　）、毎日見舞いに来てくれた,,,,,,,,,,,,,,,,,,,,
1748,そのため,,"for that reason, therefore",日本は周りが海の島国だ。そのため、魚のいろいろな料理法がある。,"Japan is an island country surrounded by the sea. For that reason, there are various recipes for fish.",त्यसकारण,जापान समुद्रले घेरिएको टापु देश हो। त्यसकारण माछाका विभिन्न पकाउने तरिकाहरू छन्।,日本は周りが海の島国だ。（　　）、魚のいろいろな料理法がある,,,,,,,,,,,,,,,,,,,,
1749,それで,,that's why,貿易の仕事に興味がありました。それで、経済学部を希望しました。,I was interested in working in trade. That's why I hoped for the economics department.,त्यसैले,व्यापारको काममा चासो थियो। त्यसैले अर्थशास्त्र विभाग छनोट गरेँ।,貿易の仕事に興味がありました。（　　）、経済学部を希望しました,,,,,,,,,,,,,,,,,,,,
1750,それとも,,or,歩いて行こうか。それとも、タクシーで行こうか。,Shall we walk? Or shall we go by taxi?,अथवा,हिडेर जाने कि अथवा ट्याक्सीमा जाने?,歩いて行こうか。（　　）、タクシーで行こうか。,,,,,,,,,,,,,,,,,,,,
1751,それなら,,"then, if so",「古くても、安いアパートがいいんですが...」「それなら、ここは家賃が4万円ですよ」,"Even if it's old, a cheap apartment is good... ""If so, here the rent is 40,000 yen.""",त्यसो भए,पुरानो भए पनि सस्तो अपार्टमेन्ट चाहिन्छ। त्यसो भए यहाँ ४०००० येन भाडा छ।,「古くても、安いアパートがいいんですが...」「（　　）、ここは家賃が4万円ですよ」,,,,,,,,,,,,,,,,,,,,
1752,それに,,"besides, moreover",午前中に歯医者の予約がある。それに、市役所にも行かなければならないから、忙しい。,"I have a dentist's appointment in the morning. Moreover, I have to go to city hall, so I'm busy.",त्यसबाहेक,"बिहान दन्त चिकित्सकसँग भेट्ने समय छ। त्यसबाहेक नगर कार्यालय पनि जानुपर्छ, व्यस्त छु।",午前中に歯医者の予約がある。（　　）、市役所にも行かなければならないから、忙しい,,,,,,,,,,,,,,,,,,,,
1753,だが,,but,10年前までは、日本の物価は世界でも高かった。だが、今は、かなり下がっている。,"Up to ten years ago, Japanese prices were among the highest in the world. But they have fallen considerably now.",तर,१० वर्ष अघिसम्म जापानको मूल्य संसारमा उच्च थियो। तर अहिले निकै घटेको छ।,10年前までは、日本の物価は世界でも高かった。（　　）、今は、かなり下がっている。,,,,,,,,,,,,,,,,,,,,
1754,つまり,,"in other words, that is to say",生まれる子供よりも亡くなる人のほうが多い。つまり、人口は減っているということだ。,"There are more people dying than being born. In other words, the population is decreasing.",अर्थात्,जन्मने बच्चाहरूभन्दा मर्ने मानिसहरू धेरै छन्। अर्थात् जनसंख्या घट्दैछ।,生まれる子供よりも亡くなる人のほうが多い。（　　）、人口は減っているということだ,,,,,,,,,,,,,,,,,,,,
1755,ですから,,therefore,木村さんは経済学部を出ています。ですから、経済のことをよく知っています。,"Mr. Kimura passed the economics department. Therefore, he knows a lot about economics.",त्यसैले,किमुरा साहेब अर्थशास्त्र विभागका स्नातक हुनुहुन्छ। त्यसैले अर्थशास्त्रबारे धेरै जान्नुहुन्छ।,木村さんは経済学部を出ています。（　　）、経済のことをよく知っています,,,,,,,,,,,,,,,,,,,,
1756,ところが,,"however, but",5時に会おうという連絡があった。ところが、6時になっても彼女は来なかった。,"There was a message saying to meet at five. However, even by six she hadn't come.",तर,५ बजे भेट्ने कुरा भएको थियो। तर ६ बजे पुगे पनि उनी आइनन्।,5時に会おうという連絡があった。（　　）、6時になっても彼女は来なかった,,,,,,,,,,,,,,,,,,,,
1757,ところで,,by the way,お元気そうですね。ところで、お孫さんは、おいくつになりましたか。,"You seem well. By the way, how old is your grandchild now?",वैसे,"तपाईं स्वस्थ देखिनुहुन्छ। वैसे, नातिनी कति वर्षकी भइन्?",お元気そうですね。（　　）、お孫さんは、おいくつになりましたか。,,,,,,,,,,,,,,,,,,,,
1758,なぜなら,,because,リーダーには彼女がいいと思う。なぜなら、みんなをまとめる力があるからだ。,I think she'll be a good leader. Because she has the power to organize everyone.,किनभने,उनी नेतृत्वको लागि राम्रो छे। किनभने सबैलाई एकजुट गर्ने शक्ति छ।,リーダーには彼女がいいと思う。（　　）、みんなをまとめる力があるからだ。,,,,,,,,,,,,,,,,,,,,
1759,または,,or,申し込みは、電話または葉書で受け付けます。,Application can be accepted by phone or postcard.,अथवा,आवेदन फोन अथवा पोस्टकार्डमार्फत स्वीकार गरिन्छ।,申し込みは、電話（　　）葉書で受け付けます,,,,,,,,,,,,,,,,,,,,
1760,おいでになる,,"come, go",社長が奥様とおいでになった。,The president came with his wife.,आउनु,सभापति श्रीमतीसँग आउनुभयो।,社長が奥様と（　　）。,,,,,,,,,,,,,,,,,,,,
