ka,JP-rubi,JP-kanji,english,exa,EN-sentence,NP1,NP-sentence,JP-question,カンデルサイン,S1,S3,S5,S7,S2,S4,N2,N4,N6,N8,,,,,,,,,
603,はっしゃ,発車（する）,departure,このバスは５分後に発車します。,This bus will depart in five minutes.,प्रस्थान,,このバスは５分後に（　）します,,,,,,,,,,,,,,,,,,,,
604,パトカー,,patrol car,パトカーはスピード違反の車を追って行った。,The patrol car chased after a car for speeding.,गस्ती गाडी,,（　）はスピード違反の車を追って行った,,,,,,,,,,,,,,,,,,,,
605,ハンドル,,steering wheel,日本の車はハンドルが右側についている。,The steering wheel is on the right side in Japanese cars.,स्टीयरिङ,,日本の車は（　）が右側についている,,,,,,,,,,,,,,,,,,,,
606,びん,便,flight,午後の便で北海道へ行く。,I’ll go on the afternoon flight to Hokkaido.,उडान,,午後の（　）で北海道へ行く,,,,,,,,,,,,,,,,,,,,
607,ブレーキ,,brake,猫が飛び出して来たので、ブレーキを踏んだ。,"Because a cat dashed out, I stepped on the brakes.",ब्रेक,,猫が飛び出して来たので、（　）を踏んだ,,,,,,,,,,,,,,,,,,,,
608,ホーム,,platform,次の電車を待つ人がホームに並んでいる。,People waiting for the next train are lined up on the platform.,प्ल्याटफर्म,,次の電車を待つ人が（　）に並んでいる,,,,,,,,,,,,,,,,,,,,
609,ゆき/いき,行き,bound for,行き先は駅の掲示板で確認してください。,Please check the destination on the station bulletin board.,तर्फ जाने,,（　）先は駅の掲示板で確認してください,,,,,,,,,,,,,,,,,,,,
610,ラッシュ,,rush hour,ラッシュアワーは電車も駅も混んでいる。,"In the rush hour, both the trains and the stations are crowded.",व्यस्त समय,,（　）アワーは電車も駅も混んでいる,,,,,,,,,,,,,,,,,,,,
611,レール,,railway,モノレールはレールが一本しかない。,A monorail only has one rail,रेल मार्ग,,（　）はレールが一本しかない。,,,,,,,,,,,,,,,,,,,,
612,ダンプカー,,dump truck,,,डम्प ट्रक,,,,,,,,,,,,,,,,,,,,,,
613,トラック,,truck,,,ट्रक,,,,,,,,,,,,,,,,,,,,,,
614,ヘリコプター,,helicopter,,,हेलिकप्टर,,,,,,,,,,,,,,,,,,,,,,
615,ボート,,boat,,,नाव,,,,,,,,,,,,,,,,,,,,,,
616,モノレール,,monorail,,,एक पटरि रेल,,,,,,,,,,,,,,,,,,,,,,
617,ロケット,,rocket,,,रकेट,,,,,,,,,,,,,,,,,,,,,,
618,あせ,汗,sweat,暑くて、たくさん汗をかいた。,It was hot and I sweated a lot.,पसिना,,暑くて、たくさん（　）をかいた,,,,,,,,,,,,,,,,,,,,
619,アレルギー,,allergy,食べ物のアレルギーはありますか。,Do you have any food allergies?,एलर्जी,,食べ物の（　）はありますか,,,,,,,,,,,,,,,,,,,,
620,いいん,医院,clinic,内科の医院は、いつも混んでいる。,The internal medicine doctor’s office is always crowded.,क्लिनिक,,内科の（　）は、いつも混んでいる,,,,,,,,,,,,,,,,,,,,
621,いき,息,breath,今日は空気がきれいで、息が白い。,"The air is cold today, people’s breath is white.",सास,,今日は空気がきれいで、（　）が白い,,,,,,,,,,,,,,,,,,,,
622,いねむり,居眠り（する）,dozing off,事故の原因は運転手の居眠りだった。,The cause of the accident was the driver dozing off.,घुर्मुन्डो लाग्नु,,事故の原因は運転手の（　）だった,,,,,,,,,,,,,,,,,,,,
623,いのち,命,life,すぐ手術をすれば、この子の命は助けられる。,"If operated on immediately, this child’s life will be saved.",जीवन,,すぐ手術をすれば、この子の（　）は助けられる,,,,,,,,,,,,,,,,,,,,
624,インフルエンザ,,influenza,インフルエンザにかかって、高い熱が出た。,I had an influenza and got a high fever.,इन्फ्लुएन्जा,,（　）にかかって、高い熱が出た,,,,,,,,,,,,,,,,,,,,
625,ウイルス,,virus,風邪の原因はたいていウイルスが関係している。,The cause of the cold is mostly a virus.,भाइरस,,風邪の原因はたいてい（　）が関係している,,,,,,,,,,,,,,,,,,,,
626,うがい,,gargle,家に帰ったら、必ずうがいをする。,I always gargle when I get home.,गर्जनु,,家に帰ったら、必ず（　）をする,,,,,,,,,,,,,,,,,,,,
627,かおり,香り,scent,この石けんは花の香りがする。,This soap has a flower scent.,सुगन्ध,,この石けんは花の（　）がする,,,,,,,,,,,,,,,,,,,,
628,かふんしょう,花粉症,hay fever,春は花粉症に苦しむ人が多い。,Many people suffer from hay fever in the spring.,फूलको एलर्जी,,春は（　）に苦しむ人が多い,,,,,,,,,,,,,,,,,,,,
629,かみのけ,髪の毛,hair,暑くなったので、髪の毛を短く切った。,"Because it’s hot, I cut my hair short.",कपाल,,暑くなったので、（　）を短く切った,,,,,,,,,,,,,,,,,,,,
630,がん,,cancer,１年に１度、がんの検査を受けている。,I undergo a cancer examination once a year.,क्यान्सर,,１年に１度、（　）の検査を受けている,,,,,,,,,,,,,,,,,,,,
631,かんじゃ,患者,patient,冬になると、インフルエンザの患者が増える。,"When winter comes, the number of influenza patients increases.",रोगी,,冬になると、インフルエンザの（　）が増える,,,,,,,,,,,,,,,,,,,,
632,きず,傷,wound,指の傷が、なかなか治らない。,The wound on my finger is not healing.,घाउ,,指の（　）が、なかなか治らない,,,,,,,,,,,,,,,,,,,,
633,きゅうびょう,急病,sudden illness,家族の急病で、仕事を休んだ。,"Because of a family member's sudden illness, I took a day off.",अचानक बिरामी,,家族の（　）で、仕事を休んだ,,,,,,,,,,,,,,,,,,,,
634,きんえん,禁煙（する）,no smoking,健康のことを考えて、禁煙した。,I thought about my health and gave up smoking.,धुम्रपान निषेध,,健康のことを考えて、（　）した,,,,,,,,,,,,,,,,,,,,
635,きんし,禁止（する）,prohibition,この公園では野球やゴルフは禁止している。,Baseball and golf are banned in this park.,प्रतिबन्ध,,この公園では野球やゴルフは（　）している,,,,,,,,,,,,,,,,,,,,
636,くしゃみ,,sneeze,花粉症でくしゃみが止まらない。,I can’t stop sneezing because of hay fever.,छ्याँक,,花粉症で（　）が止まらない,,,,,,,,,,,,,,,,,,,,
637,けつあつ,血圧,blood pressure,血圧が高いので、食べ物に気を付けている。,"Because my blood pressure is high, I am being careful about what I eat.",रक्तचाप,,（　）が高いので、食べ物に気を付けている,,,,,,,,,,,,,,,,,,,,
638,けつえき,血液,blood,血液の検査を受けて、病気が分かった。,"After the blood test, I found out what the disease was.",रगत,,（　）の検査を受けて、病気が分かった,,,,,,,,,,,,,,,,,,,,
639,げり,下痢,diarrhea,古い魚を食べて、下痢をした。,I got diarrhea from eating fish that was off.,पातलो दिसा,,古い魚を食べて、（　）をした,,,,,,,,,,,,,,,,,,,,
640,けんこう,健康,health,健康のために、私は毎日３０分歩いている。,"For my health, I walk 30 minutes a day.",स्वास्थ्य,,（　）のために、私は毎日３０分歩いている,,,,,,,,,,,,,,,,,,,,
641,けんさ,検査（する）,examination,毎年、血の検査をしている。,I get a blood test every year.,परीक्षण,,毎年、血の（　）をしている,,,,,,,,,,,,,,,,,,,,
642,こきゅう,呼吸（する）,breathing,魚は水の中でだけ呼吸ができる。,Fish can only breathe in water.,सास फेर्नु,,魚は水の中でだけ（　）ができる,,,,,,,,,,,,,,,,,,,,
643,こっせつ,骨折（する）,fracture,スキーで転んで、足を骨折した。,I fell when skiing and broke my leg.,हड्डी भाँचिनु,,スキーで転んで、足を（　）した,,,,,,,,,,,,,,,,,,,,
644,コンタクト,,contact lens,寝るときは、コンタクトを外す。,"When I go to bed, I take out my contacts.",कन्ट्याक्ट लेन्स,,寝るときは、（　）を外す,,,,,,,,,,,,,,,,,,,,
645,しぼう,死亡（する）,death,交通事故で死亡する人は減ってきた。,The number of people who died in traffic accidents is decreasing.,मृत्यु,,交通事故で（　）する人は減ってきた,,,,,,,,,,,,,,,,,,,,
646,しゅじゅつ,手術（する）,surgery,父は病気で手術を受けた。,My father had an operation because of illness.,शल्यक्रिया,,父は病気で（　）を受けた,,,,,,,,,,,,,,,,,,,,
647,しゅっけつ,出血（する）,bleeding,出血がひどかったので、病院へ行った。,"Because the bleeding was terrible, I went to the hospital.",रगत बग्ने,,（　）がひどかったので、病院へ行った,,,,,,,,,,,,,,,,,,,,
648,しょうじょう,症状,symptom,薬を飲んだら、風邪の症状が軽くなった。,The symptoms of my cold improved after I took medicine.,लक्षण,,薬を飲んだら、風邪の（　）が軽くなった,,,,,,,,,,,,,,,,,,,,
649,しょうどく,消毒（する）,sterilization,医者は患者の手を消毒する。,The doctor disinfects his patient’s hands.,जिवाणु मार्ने,,医者は患者の手を（　）する,,,,,,,,,,,,,,,,,,,,
650,しょくちゅうどく,食中毒,food poisoning,夏は食中毒に注意しなければならない。,"In summer, be careful of food poisoning.",खाद्य विषाक्तता,,夏は（　）に注意しなければならない,,,,,,,,,,,,,,,,,,,,
651,しょくよく,食欲,appetite,病気が治って、食欲が戻ってきた。,I got better and my appetite came back.,भोक,,病気が治って、（　）が戻ってきた,,,,,,,,,,,,,,,,,,,,
652,しらが,白髪,gray hair,父は最近、白髪が急に増えた。,My father’s gray hair suddenly increased.,सेतो कपाल,,父は最近、（　）が急に増えた,,,,,,,,,,,,,,,,,,,,
653,しんけい,神経,nerve,歯の神経を抜くことになった。,The nerve in my tooth is going to be removed.,स्नायु,,歯の（　）を抜くことになった,,,,,,,,,,,,,,,,,,,,
654,しんさつ,診察（する）,consultation,風邪が続くので、病院で診察をしてもらった。,"As the cold continued, I had an examination at the hospital.",जाँच,,風邪が続くので、病院で（　）をしてもらった,,,,,,,,,,,,,,,,,,,,
655,しんだんしょ,診断書,medical certificate,この保険に入るには、医師の診断書が要る。,"To apply for this insurance, you need a medical certificate from a doctor.",चिकित्सा प्रमाणपत्र,,この保険に入るには、医師の（　）が要る,,,,,,,,,,,,,,,,,,,,
656,しんちょう,身長,height,私の弟は背が高くて、身長は１８５センチだ。,My little brother is the tallest in our family.,उचाइ,,私の弟は背が高くて、（　）は１８５センチだ,,,,,,,,,,,,,,,,,,,,
657,すいみん,睡眠,sleep,明日のために、睡眠を十分取って休もう。,Let’s get a good night’s sleep for tomorrow.,निन्द्रा,,明日のために、（　）を十分取って休もう,,,,,,,,,,,,,,,,,,,,
658,ずつう,頭痛,headache,頭痛がするので、薬を飲んだ。,"Because I had a headache, I took medicine.",टाउको दुखाइ,,（　）がするので、薬を飲んだ,,,,,,,,,,,,,,,,,,,,
659,ストレス,,stress,ストレスをためるのは体によくない。,The build up of stress is not good for your body.,तनाव,,（　）をためるのは体によくない,,,,,,,,,,,,,,,,,,,,
660,せき,,cough,今流行している風邪は、せきがひどいらしい。,The cold going around now seems to bring a terrible cough.,खोकी,,今流行している風邪は、（　）がひどいらしい,,,,,,,,,,,,,,,,,,,,
661,ダイエット,,diet,ダイエットをして、３キロやせた。,I dieted and lost three kilograms.,आहार,,（　）をして、３キロやせた,,,,,,,,,,,,,,,,,,,,
662,たいおん,体温,body temperature,体温を測ったら、３９度もあった。,"When I took my temperature, it was 39 degrees.",शरीरको तापक्रम,,（　）を測ったら、３９度もあった,,,,,,,,,,,,,,,,,,,,
663,たいじゅう,体重,body weight,食べ過ぎで体重が３キロも増えてしまった。,I ate too much and my weight increased by three kilograms.,तौल,,食べ過ぎで（　）が３キロも増えてしまった,,,,,,,,,,,,,,,,,,,,
664,たいりょく,体力,physical strength,体力が落ちて、最近風邪を引きやすい。,"My physical strength has declined, and recently I catch colds easily.",शारीरिक शक्ति,,（　）が落ちて、最近風邪を引きやすい,,,,,,,,,,,,,,,,,,,,
665,つかれ,疲れ,tiredness,疲れを取って、翌日がんばれるように。,Rest up so you’ll feel better the next day.,थकाइ,,（　）を取って、翌日がんばれるように,,,,,,,,,,,,,,,,,,,,
666,ながいき,長生き（する）,long life,「祖母は１００歳で長生きですね」,Your grandmother is living to a ripe old age.,दीर्घ जीवन,,「祖母は１００歳で（　）ですね」,,,,,,,,,,,,,,,,,,,,
667,なみだ,涙,tears,朝から目がかゆくて、涙が出る。,"Since this morning, my eyes are itchy and water.",आँसु,,朝から目がかゆくて、（　）が出る,,,,,,,,,,,,,,,,,,,,
668,におい,匂い／臭い,smell,この花は、いい匂いがする。,This flower has a nice smell.,गन्ध,,この花は、（　）,,,,,,,,,,,,,,,,,,,,
669,はきけ,吐き気,nausea,おなかが痛いし、吐き気もしてつらい。,I feel terrible because I have a stomachache and nausea.,वाकवाकी,,おなかが痛いし、（　）もしてつらい,,,,,,,,,,,,,,,,,,,,
670,はだ,肌,skin,赤ちゃんの肌は、とても柔らかい。,Babies’ skin is very soft.,छाला,,赤ちゃんの（　）は、とても柔らかい,,,,,,,,,,,,,,,,,,,,
671,はだか,裸,naked,日本では裸で温泉に入る。,In Japan people get into hot springs in the nude.,नाङ्गो,,日本では（　）で温泉に入る,,,,,,,,,,,,,,,,,,,,
672,がんか,眼科,ophthalmology,,,नेत्र रोग,,,,,,,,,,,,,,,,,,,,,,
673,げか,外科,surgery,,,शल्यक्रिया,,,,,,,,,,,,,,,,,,,,,,
674,さんふじんか,産婦人科,obstetrics and gynecology,,,प्रसूति तथा स्त्री रोग,,,,,,,,,,,,,,,,,,,,,,
675,しか,歯科,dentistry,,,दन्त रोग,,,,,,,,,,,,,,,,,,,,,,
676,じびか,耳鼻科,otorhinolaryngology,,,नाक-कान-घाँटी,,,,,,,,,,,,,,,,,,,,,,
677,しょうにか,小児科,pediatrics,,,बालरोग,,,,,,,,,,,,,,,,,,,,,,
678,せいけいげか,整形外科,orthopedic surgery,,,अस्थिरोग,,,,,,,,,,,,,,,,,,,,,,
679,ないか,内科,internal medicine,,,आन्तरिक औषधि,,,,,,,,,,,,,,,,,,,,,,
680,ひふか,皮膚科,dermatology,,,छालारोग,,,,,,,,,,,,,,,,,,,,,,
681,はだし,裸足,bare feet,子供のころ、よくはだしで遊んでいた。,"In my childhood, I used to play a lot barefoot.",खुट्टा नाङ्गो,,子供のころ、よく（　）で遊んでいた,,,,,,,,,,,,,,,,,,,,
682,はら,腹,stomach,父は、鏡を見て「腹が出てきたな」と言った。,"My father looked in the mirror and said, 'I’ve become pot bellied.'",पेट,,父は、鏡を見て「（　）が出てきたな」と言った,,,,,,,,,,,,,,,,,,,,
683,ひふ,皮膚,skin,日に当たったとき、皮膚が赤くなった。,"When I was exposed to the sun, my skin became red.",छाला,,日に当たったとき、（　）が赤くなった,,,,,,,,,,,,,,,,,,,,
684,ふくさよう,副作用,side effect,この薬は副作用で眠くなることがあります。,Sometimes a side effect of this medicine is that it makes you drowsy.,साइड इफेक्ट,,この薬は（　）で眠くなることがあります,,,,,,,,,,,,,,,,,,,,
685,へいねつ,平熱,normal temperature,私の平熱は３６．３度です。,My normal temperature is 36.3 degrees.,सामान्य तापक्रम,,私の（　）は３６．３度です,,,,,,,,,,,,,,,,,,,,
686,ほね,骨,bone,牛乳や小魚は骨を強くする。,Milk and small fish make your bones strong.,हड्डी,,牛乳や小魚は（　）を強くする,,,,,,,,,,,,,,,,,,,,
687,マスク,,mask,せきが出るので、マスクをしている。,"Because I have a cough, I’m wearing a mask.",मुखौटा,,せきが出るので、（　）をしている,,,,,,,,,,,,,,,,,,,,
688,むしば,虫歯,cavity,虫歯が痛くて、眠れなかった。,My bad tooth aches and I couldn’t sleep.,दाँतको कीरा,,（　）が痛くて、眠れなかった,,,,,,,,,,,,,,,,,,,,
689,めぐすり,目薬,eye drops,目薬が、うまく目に入らない。,I’m no good at putting eye drops into my eyes.,आँखा औषधि,,（　）が、うまく目に入らない,,,,,,,,,,,,,,,,,,,,
690,やけど,,"burn, scald",つっかり熱い湯に手を入れて、やけどした。,I carelessly put my hand in some hot water and got scalded.,डढ्ने चोट,,つっかり熱い湯に手を入れて、（　）した,,,,,,,,,,,,,,,,,,,,
691,よぼう,予防（する）,prevention,インフルエンザの予防のために、注射をした。,I had a vaccination for the prevention of influenza.,रोकथाम,,インフルエンザの（　）のために、注射をした,,,,,,,,,,,,,,,,,,,,
692,レントゲン,,X-ray,検査のために、レントゲンを撮った。,"As I was having an examination, they took an X-ray.",रेन्टगन,,検査のために、（　）を撮った,,,,,,,,,,,,,,,,,,,,
704,あいて,相手,opponent,今度の試合の相手は去年優勝したチームだ。,Our opponent in the next game is the team that won last year’s championship.,प्रतिस्पर्धी,,今度の試合の（　）は去年優勝したチームだ,,,,,,,,,,,,,,,,,,,,
705,いいん,委員,committee member,小学生のとき、クラスの委員になった。,"When I was at elementary school, I became the class representative.",सदस्य,,小学生のとき、クラスの（　）になった,,,,,,,,,,,,,,,,,,,,
706,いし,医師,doctor,医師は丁寧に患者を診察した。,The doctor examined the patient with care.,चिकित्सक,,（　）は丁寧に患者を診察した,,,,,,,,,,,,,,,,,,,,
707,おう,王,king,昔、この国の王は人々のために港を作った。,"A long time ago, the king of this country made a port for the people.",राजा,,昔、この国の（　）は人々のために港を作った,,,,,,,,,,,,,,,,,,,,
708,おうさま,王様,king,王様は助けてくれた若者に礼を言った。,The King thanked the young man who had helped him.,राजा,,（　）は助けてくれた若者に礼を言った,,,,,,,,,,,,,,,,,,,,
709,おじさん,,middle-aged man,駅で知らないおじさんが話し掛けてきた。,"At the station, a man I didn’t know talked to me.",मध्यम उमेरको पुरुष,,駅で知らない（　）が話し掛けてきた,,,,,,,,,,,,,,,,,,,,
710,おじょうさん,お嬢さん,daughter,こんにちは。お嬢さんとお出掛けですか。,Good afternoon. Are you going out with your daughter?,छोरी,,こんにちは。（　）とお出掛けですか,,,,,,,,,,,,,,,,,,,,
711,おばさん,,aunt,隣の家のおばさんは親切でいい人だ。,"The woman next door is a kind, nice person.",काकी,,隣の家の（　）は親切でいい人だ,,,,,,,,,,,,,,,,,,,,
712,おやこ,親子,parent and child,親子で参加できる料理教室を探している。,I'm looking for a cooking class in which a parent and child can participate.,अभिभावक र बच्चा,,（　）で参加できる料理教室を探している,,,,,,,,,,,,,,,,,,,,
713,かいいん,会員,member,現在、会の会員は２０名です。,"Right now, the number of members is 20 people.",सदस्य,,現在、会の（　）は２０名です,,,,,,,,,,,,,,,,,,,,
714,ガイド,ガイド,guide,日本語を話せるガイドを探している。,I'm looking for a guide who can speak Japanese.,मार्गनिर्देशक,,日本語を話せる（　）を探している,,,,,,,,,,,,,,,,,,,,
715,かかり,係,person in charge,サークルの会計係を頼まれるかも。,I might be asked to become the circle’s accountant.,जिम्मेवार व्यक्ति,,サークルの会計（　）を頼まれるかも,,,,,,,,,,,,,,,,,,,,
716,がくれき,学歴,educational background,履歴書には学歴や職歴を書く。,"On the resume, you write your educational background and work history.",शैक्षिक योग्यता,,履歴書には（　）や職歴を書く,,,,,,,,,,,,,,,,,,,,
717,かた,方,person,次の方、どうぞこちらへ。,"The next person, this way, please.",व्यक्ति,,次の（　）、どうぞこちらへ,,,,,,,,,,,,,,,,,,,,
718,かんきゃく,観客,audience,騒ぐ観客は係員に注意されて外に出された。,Noisy audience members were warned and sent out by the staff.,दर्शक,,騒ぐ（　）は係員に注意されて外に出された,,,,,,,,,,,,,,,,,,,,
719,きょうじゅ,教授,professor,教授に実験の結果を報告した。,I reported the result of the experiment to the professor.,प्राध्यापक,,（　）に実験の結果を報告した。,,,,,,,,,,,,,,,,,,,,
720,クラスメート,,classmate,彼とは高校時代のクラスメートだ。,He’s my classmate from high school days.,कक्षासाथी,,彼とは高校時代の（　）だ,,,,,,,,,,,,,,,,,,,,
721,グループ,,group,５人ずつのグループに分かれて学習した。,We did the study divided into groups of five.,समूह,,５人ずつの（　）に分かれて学習した,,,,,,,,,,,,,,,,,,,,
722,こいびと,恋人,lover,週末は恋人とデートの約束をしている。,I’ve arranged a date with my boyfriend for the weekend.,प्रेमी,,週末は（　）とデートの約束をしている,,,,,,,,,,,,,,,,,,,,
723,コーチ,,coach,私のチームのコーチは、とても厳しい。,My team’s coach is stern.,प्रशिक्षक,,私のチームの（　）は、とても厳しい,,,,,,,,,,,,,,,,,,,,
724,こくおう,国王,king,その国王は国の将来を心配していた。,The king worried about the future of the country.,राजा,,その（　）は国の将来を心配していた,,,,,,,,,,,,,,,,,,,,
725,こくせき,国籍,nationality,生まれたのはタイですが、国籍は日本です。,"Though I was born in Thailand, my nationality is Japanese.",,,生まれたのはタイですが、（　）は日本です,,,,,,,,,,,,,,,,,,,,
726,こくみん,国民,citizen,国民の大切な権利について話が行われた。,A discussion was held about the important rights of the people.,नागरिक,,（　）の大切な権利について話が行われた,,,,,,,,,,,,,,,,,,,,
727,こじん,個人,individual,このグラウンドは個人でも利用できる。,This sports ground can be used even by individuals.,व्यक्तिगत,,このグラウンドは（　）でも利用できる,,,,,,,,,,,,,,,,,,,,
728,こせい,個性,personality,この絵は作者の個性がよく出ている。,The personality of the painter really shows through in this picture.,व्यक्तित्व,,この絵は作者の（　）がよく出ている,,,,,,,,,,,,,,,,,,,,
729,さいのう,才能,talent,彼は音楽の才能がある。,He has a talent for music.,प्रतिभा,,彼は音楽の（　）がある,,,,,,,,,,,,,,,,,,,,
730,さくしゃ,作者,author,この小説の作者は若い女性だ。,The author of this novel is a young woman.,लेखक,,この小説の（　）は若い女性だ,,,,,,,,,,,,,,,,,,,,
731,さっか,作家,writer,この作品を作ったのは有名な作家だ。,The writer of this work is famous.,लेखक,,この作品を作ったのは有名な（　）だ,,,,,,,,,,,,,,,,,,,,
732,サラリーマン,,salaried worker,私の父はサラリーマンです。,My father is a salaried worker.,वेतनभोगी कर्मचारी,,私の父は（　）です,,,,,,,,,,,,,,,,,,,,
733,しかい,司会（する）,moderator,私が今日の会議の司会をします。,I’ll be the moderator for today’s meeting.,सञ्चालक,,私が今日の会議の（　）をします,,,,,,,,,,,,,,,,,,,,
734,しかく,資格,qualification,妹は看護師の資格を取った。,My younger sister got her nurse’s qualification.,योग्यता,,妹は看護師の（　）を取った,,,,,,,,,,,,,,,,,,,,
735,しめい,氏名,full name,ここに氏名と住所を書いてください。,Please write your full name and address here.,पूरा नाम,,ここに（　）と住所を書いてください,,,,,,,,,,,,,,,,,,,,
736,しゃいん,社員,employee,私の会社は社員が２０００人いる。,"There are 2,000 employees in my company.",कर्मचारी,,私の会社は（　）が２０００人いる,,,,,,,,,,,,,,,,,,,,
737,じゅうみん,住民,resident,公園で遊んでいる住民を見掛けた。,I saw the residents playing in the park.,बासिन्दा,,公園で遊んでいる（　）を見掛けた,,,,,,,,,,,,,,,,,,,,
738,しゅしょう,首相,prime minister,首相が外国を訪問した。,The prime minister visited foreign countries.,प्रधानमन्त्री,,（　）が外国を訪問した,,,,,,,,,,,,,,,,,,,,
739,しゅっしん,出身,hometown,彼は私と同じ大学の出身です。,He’s a graduate of the same university as I.,जन्मस्थान,,彼は私と同じ大学の（　）です,,,,,,,,,,,,,,,,,,,,
740,しゅふ,主婦,housewife,ずっと主婦だった母が仕事を始めた。,"My mother, who has been a housewife, has started to work.",गृहिणी,,ずっと（　）だった母が仕事を始めた,,,,,,,,,,,,,,,,,,,,
741,しょうじょ,少女,girl,雨の中を、黄色い傘の少女が歩いていた。,The girl with the yellow umbrella was walking in the rain.,केटी,,雨の中を、黄色い傘の（　）が歩いていた,,,,,,,,,,,,,,,,,,,,
742,しょうねん,少年,boy,広場では、少年たちがサッカーをしている。,The boys are playing soccer in the open area.,केटा,,広場では、（　）たちがサッカーをしている,,,,,,,,,,,,,,,,,,,,
743,じょおう,女王,queen,彼女が、この国の新しい女王だ。,She is the new queen of this country.,रानी,,彼女が、この国の新しい（　）だ,,,,,,,,,,,,,,,,,,,,
744,しょくぎょう,職業,occupation,子供が好きなので、保育士という職業を選んだ。,"Because I like children, I chose the profession of childcare worker.",पेसा,,子供が好きなので、保育士という（　）を選んだ,,,,,,,,,,,,,,,,,,,,
745,じょし,女子,girl,私の高校は女子のサッカー部が強い。,The girls' soccer team at my high school is strong.,केटी,,私の高校は（　）のサッカー部が強い,,,,,,,,,,,,,,,,,,,,
746,しんせき,親戚,relative,毎年、正月には親戚の家に挨拶に行きます。,"Every New Year, I greet my relatives at their house.",नातेदार,,毎年、正月には（　）の家に挨拶に行きます,,,,,,,,,,,,,,,,,,,,
747,しんゆう,親友,close friend,困ったときに助けてくれるのが、親友だ。,A true friend helps you when you are in trouble.,निकट साथी,,困ったときに助けてくれるのが、（　）だ,,,,,,,,,,,,,,,,,,,,
748,スター,,star,彼女は今いちばん人気があるスターだ。,She is the most popular star now.,तारा,,彼女は今いちばん人気がある（　）だ,,,,,,,,,,,,,,,,,,,,
749,せい,姓,family name,結婚して、姓が変わった。,"Because I got married, I changed my family name.",थर,,結婚して、（　）が変わった,,,,,,,,,,,,,,,,,,,,
750,せいかく,性格,character,兄と弟は顔は似ているが、性格は全く違う。,"Though my older and younger brothers look alike, their characters are completely different.",स्वभाव,,兄と弟は顔は似ているが、（　）は全く違う,,,,,,,,,,,,,,,,,,,,
751,せいじん,成人（する）,adult,日本では１８歳で成人する。,In Japan you become an adult at age 18.,वयस्क,,日本では１８歳で（　）する,,,,,,,,,,,,,,,,,,,,
752,せいねん,青年,young man,手紙をくれた彼が近所に住む青年だと分かった。,The man who wrote the letter lives nearby.,युवा,,手紙をくれた彼が近所に住む（　）だと分かった,,,,,,,,,,,,,,,,,,,,
753,せいねんがっぴ,生年月日,date of birth,生年月日は１９９９年１月１日です。,"My date of birth is January 1, 1999.",जन्म मिति,,（　）は１９９９年１月１日です,,,,,,,,,,,,,,,,,,,,
754,せいべつ,性別,gender,この仕事は年齢や性別に関係なく働くことができる。,This job is open to all ages and genders.,लिङ्ग,,この仕事は年齢や（　）に関係なく働くことができる,,,,,,,,,,,,,,,,,,,,
755,ぜんいん,全員,all members,卒業式には学生の全員が出席した。,All students attended the graduation ceremony.,सबै सदस्य,,卒業式には学生の（　）が出席した,,,,,,,,,,,,,,,,,,,,
756,せんしゅ,選手,player,将来の夢はサッカーの選手になることです。,My dream for the future is to become a soccer player.,खेलाडी,,将来の夢はサッカーの（　）になることです,,,,,,,,,,,,,,,,,,,,
757,そうりだいじん,総理大臣,prime minister,国会で総理大臣が選ばれた。,The prime minister was selected in the Diet.,प्रधानमन्त्री,,国会で（　）が選ばれた,,,,,,,,,,,,,,,,,,,,
758,だいじん,大臣,minister,大臣は総理大臣に指名される。,The prime minister selects the ministers.,मन्त्री,,（　）は総理大臣に指名される,,,,,,,,,,,,,,,,,,,,
759,だいとうりょう,大統領,president,韓国では大統領の選挙がある。,There is a presidential election in Korea.,राष्ट्रपति,,韓国では（　）の選挙がある,,,,,,,,,,,,,,,,,,,,
760,たにん,他人,stranger,彼は他人の意見に全く耳を傾けない。,He doesn’t listen to others at all.,अजनबी,,彼は（　）の意見に全く耳を傾けない,,,,,,,,,,,,,,,,,,,,
761,タレント,,talent,有名なタレントにサインをもらった。,I got an autograph from a famous talent.,प्रतिभा,,有名な（　）にサインをもらった,,,,,,,,,,,,,,,,,,,,
762,だんし,男子,boy,私の高校は男子が多い。,My high school has many boys.,केटा,,私の高校は（　）が多い,,,,,,,,,,,,,,,,,,,,
763,たんしょ,短所,weak point,彼の短所は怒りっぽいところだ。,His weak point is that he gets angry easily.,कमजोरी,,彼の（　）は怒りっぽいところだ,,,,,,,,,,,,,,,,,,,,
764,だんたい,団体,organization,サッカーや野球は団体で行うスポーツだ。,Soccer and baseball are played in groups.,संस्था,,サッカーや野球は（　）で行うスポーツだ,,,,,,,,,,,,,,,,,,,,
765,チーム,,team,父は野球のチームに入っている。,My father is on a baseball team.,टोली,,父は野球の（　）に入っている,,,,,,,,,,,,,,,,,,,,
766,ちゅうねん,中年,middle-aged,部長は、あの噂の中年男性です。,The general manager is that rumored middle-aged man.,मध्यम उमेर,,部長は、あの噂の（　）男性です,,,,,,,,,,,,,,,,,,,,
767,ちょうしょ,長所,strong point,私の長所は誰とでも友達になれることだ。,My strength is I can become friends with anyone.,बलियो पक्ष,,私の（　）は誰とでも友達になれることだ,,,,,,,,,,,,,,,,,,,,
